date,name,position,frequency
2014-08,Cyan.Banister,venture_capital,1
2014-08,Cyan.Banister,individual,1
2014-09,Cyan.Banister,angel_group,3
2014-09,Cyan.Banister,others,1
2014-09,Cyan.Banister,venture_capital,3
2014-09,Cyan.Banister,individual,3
2014-10,Cyan.Banister,micro_vc,1
2014-10,Cyan.Banister,others,2
2014-10,Cyan.Banister,accelerator,1
2014-10,Cyan.Banister,venture_capital,8
2014-10,Cyan.Banister,individual,2
2014-11,Cyan.Banister,venture_capital,1
2014-11,Cyan.Banister,individual,1
2015-02,Cyan.Banister,others,1
2015-02,Cyan.Banister,venture_capital,2
2015-02,Cyan.Banister,individual,2
2015-04,Cyan.Banister,others,1
2015-04,Cyan.Banister,angel_group,1
2015-04,Cyan.Banister,accelerator,1
2015-04,Cyan.Banister,venture_capital,3
2015-04,Cyan.Banister,individual,2
2015-05,Cyan.Banister,venture_capital,2
2015-05,Cyan.Banister,others,1
2015-05,Cyan.Banister,angel_group,1
2015-05,Cyan.Banister,individual,1
2015-09,Cyan.Banister,individual,1
2015-09,Cyan.Banister,accelerator,1
2015-09,Cyan.Banister,venture_capital,1
2015-09,Cyan.Banister,micro_vc,2
2015-10,Cyan.Banister,accelerator,1
2015-10,Cyan.Banister,individual,2
2015-10,Cyan.Banister,angel_group,1
2015-10,Cyan.Banister,venture_capital,2
2015-10,Cyan.Banister,micro_vc,1
2015-11,Cyan.Banister,individual,1
2016-02,Cyan.Banister,individual,1
2016-03,Cyan.Banister,individual,2
2016-03,Cyan.Banister,venture_capital,1
2016-03,Cyan.Banister,micro_vc,1
2016-04,Cyan.Banister,venture_capital,1
2014-10,MPM.Capital,venture_capital,1
2015-02,MPM.Capital,venture_capital,3
2015-03,MPM.Capital,venture_capital,2
2015-04,MPM.Capital,corporate_venture_capital,1
2015-04,MPM.Capital,others,1
2015-04,MPM.Capital,venture_capital,1
2015-07,MPM.Capital,venture_capital,2
2015-08,MPM.Capital,investment_bank,1
2015-08,MPM.Capital,corporate_venture_capital,1
2015-08,MPM.Capital,others,2
2015-08,MPM.Capital,venture_capital,2
2015-12,MPM.Capital,corporate_venture_capital,1
2015-12,MPM.Capital,others,1
2015-12,MPM.Capital,venture_capital,2
2016-01,MPM.Capital,others,1
2016-01,MPM.Capital,venture_capital,2
2016-03,MPM.Capital,venture_capital,2
2016-06,MPM.Capital,corporate_venture_capital,1
2016-06,MPM.Capital,venture_capital,2
2016-07,MPM.Capital,venture_capital,1
2014-08,Amasia,accelerator,1
2014-08,Amasia,venture_capital,1
2014-08,Amasia,micro_vc,1
2014-12,Amasia,others,1
2014-12,Amasia,venture_capital,3
2014-12,Amasia,accelerator,1
2015-01,Amasia,micro_vc,1
2015-01,Amasia,angel_group,1
2015-01,Amasia,others,1
2015-01,Amasia,venture_capital,4
2015-01,Amasia,accelerator,1
2015-02,Amasia,venture_capital,3
2015-02,Amasia,micro_vc,1
2015-03,Amasia,accelerator,1
2015-04,Amasia,accelerator,1
2015-04,Amasia,venture_capital,1
2015-05,Amasia,accelerator,1
2015-05,Amasia,venture_capital,1
2015-05,Amasia,micro_vc,1
2015-07,Amasia,accelerator,1
2015-07,Amasia,angel_group,1
2015-07,Amasia,others,1
2015-08,Amasia,accelerator,1
2015-09,Amasia,corporate_venture_capital,1
2015-09,Amasia,angel_group,1
2015-09,Amasia,venture_capital,3
2015-12,Amasia,others,1
2015-12,Amasia,venture_capital,2
2015-12,Amasia,micro_vc,2
2016-02,Amasia,micro_vc,1
2016-02,Amasia,others,2
2016-02,Amasia,venture_capital,3
2016-02,Amasia,individual,1
2016-03,Amasia,venture_capital,4
2016-04,Amasia,accelerator,1
2016-04,Amasia,venture_capital,1
2016-05,Amasia,others,1
2016-05,Amasia,venture_capital,5
2015-02,Sound.Ventures,venture_capital,3
2015-02,Sound.Ventures,micro_vc,1
2015-03,Sound.Ventures,others,1
2015-03,Sound.Ventures,venture_capital,2
2015-03,Sound.Ventures,micro_vc,1
2015-04,Sound.Ventures,venture_capital,2
2015-04,Sound.Ventures,micro_vc,1
2015-05,Sound.Ventures,investment_bank,1
2015-05,Sound.Ventures,corporate_venture_capital,1
2015-05,Sound.Ventures,others,1
2015-05,Sound.Ventures,accelerator,1
2015-05,Sound.Ventures,venture_capital,7
2015-05,Sound.Ventures,individual,3
2015-06,Sound.Ventures,venture_capital,2
2015-07,Sound.Ventures,others,1
2015-07,Sound.Ventures,individual,1
2015-07,Sound.Ventures,accelerator,1
2015-07,Sound.Ventures,venture_capital,4
2015-07,Sound.Ventures,micro_vc,4
2015-09,Sound.Ventures,angel_group,1
2015-09,Sound.Ventures,accelerator,1
2015-09,Sound.Ventures,venture_capital,10
2015-10,Sound.Ventures,micro_vc,1
2015-10,Sound.Ventures,corporate_venture_capital,1
2015-10,Sound.Ventures,accelerator,1
2015-10,Sound.Ventures,venture_capital,9
2015-10,Sound.Ventures,others,1
2016-01,Sound.Ventures,others,1
2016-01,Sound.Ventures,venture_capital,3
2016-04,Sound.Ventures,investment_bank,1
2016-04,Sound.Ventures,venture_capital,3
2016-04,Sound.Ventures,angel_group,1
2016-07,Sound.Ventures,venture_capital,1
2014-08,Iconiq.Capital,investment_bank,1
2014-08,Iconiq.Capital,venture_capital,4
2014-08,Iconiq.Capital,micro_vc,1
2014-10,Iconiq.Capital,investment_bank,1
2014-10,Iconiq.Capital,angel_group,1
2014-11,Iconiq.Capital,venture_capital,3
2014-11,Iconiq.Capital,micro_vc,1
2014-12,Iconiq.Capital,investment_bank,1
2014-12,Iconiq.Capital,others,1
2014-12,Iconiq.Capital,venture_capital,3
2015-01,Iconiq.Capital,venture_capital,2
2015-02,Iconiq.Capital,corporate_venture_capital,1
2015-02,Iconiq.Capital,venture_capital,1
2015-03,Iconiq.Capital,corporate_venture_capital,1
2015-03,Iconiq.Capital,venture_capital,1
2015-04,Iconiq.Capital,venture_capital,1
2015-05,Iconiq.Capital,investment_bank,1
2015-05,Iconiq.Capital,corporate_venture_capital,1
2015-06,Iconiq.Capital,venture_capital,4
2015-07,Iconiq.Capital,others,1
2015-07,Iconiq.Capital,venture_capital,3
2015-08,Iconiq.Capital,others,1
2015-08,Iconiq.Capital,venture_capital,5
2015-09,Iconiq.Capital,corporate_venture_capital,1
2015-09,Iconiq.Capital,venture_capital,3
2015-10,Iconiq.Capital,venture_capital,2
2016-01,Iconiq.Capital,venture_capital,2
2016-04,Iconiq.Capital,venture_capital,2
2016-06,Iconiq.Capital,venture_capital,4
2015-02,Fidelity.Management.and.Research.Company,venture_capital,1
2015-03,Fidelity.Management.and.Research.Company,others,1
2015-03,Fidelity.Management.and.Research.Company,venture_capital,1
2015-04,Fidelity.Management.and.Research.Company,investment_bank,1
2015-06,Fidelity.Management.and.Research.Company,investment_bank,1
2015-06,Fidelity.Management.and.Research.Company,others,3
2015-06,Fidelity.Management.and.Research.Company,venture_capital,2
2015-06,Fidelity.Management.and.Research.Company,micro_vc,1
2015-07,Fidelity.Management.and.Research.Company,others,2
2015-07,Fidelity.Management.and.Research.Company,venture_capital,2
2015-08,Fidelity.Management.and.Research.Company,investment_bank,1
2015-08,Fidelity.Management.and.Research.Company,others,3
2015-08,Fidelity.Management.and.Research.Company,venture_capital,9
2015-09,Fidelity.Management.and.Research.Company,others,2
2015-09,Fidelity.Management.and.Research.Company,venture_capital,1
2015-10,Fidelity.Management.and.Research.Company,investment_bank,1
2015-10,Fidelity.Management.and.Research.Company,venture_capital,4
2015-11,Fidelity.Management.and.Research.Company,venture_capital,2
2015-12,Fidelity.Management.and.Research.Company,investment_bank,1
2015-12,Fidelity.Management.and.Research.Company,others,1
2016-01,Fidelity.Management.and.Research.Company,others,4
2016-01,Fidelity.Management.and.Research.Company,venture_capital,4
2016-03,Fidelity.Management.and.Research.Company,others,2
2016-03,Fidelity.Management.and.Research.Company,venture_capital,1
2014-08,Social.Starts,venture_capital,1
2014-08,Social.Starts,angel_group,1
2014-08,Social.Starts,micro_vc,1
2014-10,Social.Starts,venture_capital,1
2014-11,Social.Starts,venture_capital,1
2014-11,Social.Starts,individual,1
2014-12,Social.Starts,angel_group,1
2014-12,Social.Starts,venture_capital,2
2014-12,Social.Starts,accelerator,1
2015-01,Social.Starts,micro_vc,1
2015-01,Social.Starts,accelerator,1
2015-01,Social.Starts,venture_capital,10
2015-01,Social.Starts,individual,1
2015-02,Social.Starts,venture_capital,2
2015-03,Social.Starts,venture_capital,1
2015-03,Social.Starts,angel_group,1
2015-04,Social.Starts,micro_vc,1
2015-04,Social.Starts,others,1
2015-04,Social.Starts,accelerator,1
2015-04,Social.Starts,venture_capital,8
2015-04,Social.Starts,individual,3
2015-05,Social.Starts,corporate_venture_capital,1
2015-05,Social.Starts,angel_group,2
2015-05,Social.Starts,accelerator,2
2015-05,Social.Starts,venture_capital,6
2015-06,Social.Starts,others,1
2015-06,Social.Starts,individual,1
2015-06,Social.Starts,accelerator,1
2015-06,Social.Starts,venture_capital,5
2015-06,Social.Starts,micro_vc,1
2015-07,Social.Starts,corporate_venture_capital,1
2015-07,Social.Starts,accelerator,2
2015-07,Social.Starts,venture_capital,5
2015-07,Social.Starts,individual,1
2015-08,Social.Starts,others,1
2015-08,Social.Starts,venture_capital,2
2015-08,Social.Starts,individual,1
2015-08,Social.Starts,accelerator,4
2015-08,Social.Starts,angel_group,2
2015-08,Social.Starts,micro_vc,3
2015-09,Social.Starts,angel_group,2
2015-09,Social.Starts,others,1
2015-09,Social.Starts,micro_vc,1
2015-09,Social.Starts,accelerator,1
2015-09,Social.Starts,venture_capital,4
2015-09,Social.Starts,individual,1
2015-10,Social.Starts,accelerator,1
2015-10,Social.Starts,venture_capital,1
2015-11,Social.Starts,corporate_venture_capital,1
2015-11,Social.Starts,others,1
2015-11,Social.Starts,micro_vc,1
2015-11,Social.Starts,accelerator,2
2015-11,Social.Starts,venture_capital,3
2015-11,Social.Starts,individual,1
2015-12,Social.Starts,micro_vc,3
2015-12,Social.Starts,individual,1
2015-12,Social.Starts,others,2
2015-12,Social.Starts,venture_capital,7
2015-12,Social.Starts,accelerator,2
2016-01,Social.Starts,venture_capital,1
2016-02,Social.Starts,others,1
2016-03,Social.Starts,accelerator,1
2016-03,Social.Starts,angel_group,1
2016-03,Social.Starts,individual,2
2016-04,Social.Starts,accelerator,2
2016-04,Social.Starts,venture_capital,2
2014-08,Insight.Venture.Partners,others,1
2014-08,Insight.Venture.Partners,venture_capital,3
2014-08,Insight.Venture.Partners,micro_vc,2
2014-09,Insight.Venture.Partners,investment_bank,2
2014-09,Insight.Venture.Partners,venture_capital,5
2014-10,Insight.Venture.Partners,corporate_venture_capital,1
2014-10,Insight.Venture.Partners,venture_capital,2
2014-12,Insight.Venture.Partners,venture_capital,3
2015-02,Insight.Venture.Partners,investment_bank,1
2015-02,Insight.Venture.Partners,corporate_venture_capital,1
2015-02,Insight.Venture.Partners,venture_capital,3
2015-03,Insight.Venture.Partners,corporate_venture_capital,1
2015-03,Insight.Venture.Partners,others,1
2015-03,Insight.Venture.Partners,venture_capital,7
2015-03,Insight.Venture.Partners,micro_vc,1
2015-04,Insight.Venture.Partners,investment_bank,1
2015-04,Insight.Venture.Partners,venture_capital,6
2015-05,Insight.Venture.Partners,investment_bank,1
2015-05,Insight.Venture.Partners,corporate_venture_capital,1
2015-05,Insight.Venture.Partners,venture_capital,8
2015-05,Insight.Venture.Partners,individual,2
2015-06,Insight.Venture.Partners,venture_capital,2
2015-07,Insight.Venture.Partners,venture_capital,2
2015-08,Insight.Venture.Partners,investment_bank,1
2015-08,Insight.Venture.Partners,corporate_venture_capital,1
2015-08,Insight.Venture.Partners,venture_capital,10
2015-08,Insight.Venture.Partners,accelerator,1
2015-08,Insight.Venture.Partners,angel_group,1
2015-08,Insight.Venture.Partners,micro_vc,1
2015-09,Insight.Venture.Partners,venture_capital,1
2015-10,Insight.Venture.Partners,investment_bank,1
2015-10,Insight.Venture.Partners,others,1
2015-10,Insight.Venture.Partners,venture_capital,1
2015-11,Insight.Venture.Partners,venture_capital,1
2016-02,Insight.Venture.Partners,corporate_venture_capital,1
2016-02,Insight.Venture.Partners,venture_capital,1
2016-05,Insight.Venture.Partners,venture_capital,7
2016-06,Insight.Venture.Partners,venture_capital,2
2016-07,Insight.Venture.Partners,micro_vc,1
2016-07,Insight.Venture.Partners,corporate_venture_capital,1
2016-07,Insight.Venture.Partners,venture_capital,3
2016-07,Insight.Venture.Partners,individual,1
2014-08,Techstars.Ventures,micro_vc,2
2014-08,Techstars.Ventures,others,1
2014-08,Techstars.Ventures,accelerator,1
2014-08,Techstars.Ventures,venture_capital,4
2014-08,Techstars.Ventures,individual,1
2014-09,Techstars.Ventures,others,1
2014-09,Techstars.Ventures,venture_capital,1
2014-10,Techstars.Ventures,angel_group,1
2014-10,Techstars.Ventures,others,1
2014-10,Techstars.Ventures,venture_capital,3
2014-10,Techstars.Ventures,accelerator,1
2014-11,Techstars.Ventures,micro_vc,1
2014-11,Techstars.Ventures,venture_capital,2
2014-11,Techstars.Ventures,individual,2
2014-12,Techstars.Ventures,individual,1
2014-12,Techstars.Ventures,accelerator,3
2014-12,Techstars.Ventures,venture_capital,7
2014-12,Techstars.Ventures,micro_vc,1
2015-01,Techstars.Ventures,accelerator,2
2015-01,Techstars.Ventures,venture_capital,1
2015-01,Techstars.Ventures,micro_vc,2
2015-02,Techstars.Ventures,corporate_venture_capital,1
2015-02,Techstars.Ventures,accelerator,1
2015-02,Techstars.Ventures,venture_capital,1
2015-03,Techstars.Ventures,individual,1
2015-03,Techstars.Ventures,others,1
2015-03,Techstars.Ventures,venture_capital,1
2015-03,Techstars.Ventures,accelerator,1
2015-04,Techstars.Ventures,investment_bank,1
2015-04,Techstars.Ventures,corporate_venture_capital,1
2015-04,Techstars.Ventures,others,2
2015-04,Techstars.Ventures,venture_capital,4
2015-04,Techstars.Ventures,accelerator,1
2015-05,Techstars.Ventures,venture_capital,2
2015-05,Techstars.Ventures,micro_vc,1
2015-06,Techstars.Ventures,accelerator,1
2015-06,Techstars.Ventures,venture_capital,5
2015-06,Techstars.Ventures,micro_vc,1
2015-07,Techstars.Ventures,micro_vc,1
2015-07,Techstars.Ventures,venture_capital,2
2015-07,Techstars.Ventures,individual,1
2015-08,Techstars.Ventures,angel_group,1
2015-08,Techstars.Ventures,accelerator,2
2015-08,Techstars.Ventures,venture_capital,2
2015-08,Techstars.Ventures,others,1
2015-09,Techstars.Ventures,accelerator,1
2015-09,Techstars.Ventures,venture_capital,1
2015-10,Techstars.Ventures,corporate_venture_capital,1
2015-10,Techstars.Ventures,others,2
2015-10,Techstars.Ventures,venture_capital,4
2015-11,Techstars.Ventures,accelerator,1
2015-12,Techstars.Ventures,individual,1
2015-12,Techstars.Ventures,accelerator,1
2015-12,Techstars.Ventures,venture_capital,5
2015-12,Techstars.Ventures,micro_vc,1
2016-01,Techstars.Ventures,venture_capital,1
2016-03,Techstars.Ventures,individual,2
2016-03,Techstars.Ventures,venture_capital,3
2016-03,Techstars.Ventures,micro_vc,4
2016-06,Techstars.Ventures,accelerator,1
2016-06,Techstars.Ventures,venture_capital,1
2016-06,Techstars.Ventures,individual,2
2016-07,Techstars.Ventures,others,1
2016-07,Techstars.Ventures,venture_capital,1
2014-09,FoundersGuild,venture_capital,2
2014-10,FoundersGuild,individual,1
2014-12,FoundersGuild,venture_capital,1
2014-12,FoundersGuild,individual,1
2015-02,FoundersGuild,venture_capital,1
2015-04,FoundersGuild,corporate_venture_capital,1
2015-04,FoundersGuild,venture_capital,4
2015-04,FoundersGuild,individual,1
2015-05,FoundersGuild,corporate_venture_capital,1
2015-05,FoundersGuild,venture_capital,1
2015-05,FoundersGuild,individual,1
2015-06,FoundersGuild,others,1
2015-06,FoundersGuild,venture_capital,1
2015-07,FoundersGuild,venture_capital,2
2015-09,FoundersGuild,accelerator,1
2015-09,FoundersGuild,venture_capital,1
2015-10,FoundersGuild,venture_capital,4
2015-10,FoundersGuild,individual,2
2015-11,FoundersGuild,venture_capital,1
2014-08,August.Capital,venture_capital,1
2014-09,August.Capital,others,1
2014-09,August.Capital,venture_capital,5
2014-09,August.Capital,micro_vc,1
2014-10,August.Capital,corporate_venture_capital,1
2014-10,August.Capital,venture_capital,2
2014-12,August.Capital,others,1
2014-12,August.Capital,venture_capital,1
2014-12,August.Capital,individual,1
2015-01,August.Capital,venture_capital,2
2015-02,August.Capital,investment_bank,1
2015-02,August.Capital,corporate_venture_capital,1
2015-02,August.Capital,venture_capital,3
2015-03,August.Capital,others,1
2015-03,August.Capital,venture_capital,5
2015-04,August.Capital,corporate_venture_capital,3
2015-04,August.Capital,venture_capital,5
2015-05,August.Capital,venture_capital,1
2015-06,August.Capital,angel_group,1
2015-06,August.Capital,venture_capital,1
2015-08,August.Capital,investment_bank,1
2015-08,August.Capital,corporate_venture_capital,1
2015-08,August.Capital,others,2
2015-08,August.Capital,venture_capital,5
2015-08,August.Capital,micro_vc,1
2015-09,August.Capital,others,1
2015-09,August.Capital,venture_capital,5
2015-09,August.Capital,micro_vc,1
2016-04,August.Capital,others,1
2016-04,August.Capital,venture_capital,4
2016-04,August.Capital,individual,1
2016-06,August.Capital,venture_capital,2
2016-07,August.Capital,venture_capital,2
2014-08,Cowboy.Ventures,individual,1
2014-08,Cowboy.Ventures,others,1
2014-08,Cowboy.Ventures,venture_capital,5
2014-08,Cowboy.Ventures,angel_group,1
2014-08,Cowboy.Ventures,micro_vc,2
2014-09,Cowboy.Ventures,individual,1
2014-09,Cowboy.Ventures,venture_capital,4
2014-09,Cowboy.Ventures,micro_vc,1
2014-10,Cowboy.Ventures,individual,1
2014-10,Cowboy.Ventures,venture_capital,5
2014-10,Cowboy.Ventures,micro_vc,1
2014-11,Cowboy.Ventures,accelerator,1
2014-11,Cowboy.Ventures,venture_capital,2
2014-11,Cowboy.Ventures,others,1
2014-12,Cowboy.Ventures,venture_capital,3
2015-01,Cowboy.Ventures,angel_group,2
2015-01,Cowboy.Ventures,others,2
2015-01,Cowboy.Ventures,venture_capital,7
2015-01,Cowboy.Ventures,accelerator,1
2015-02,Cowboy.Ventures,individual,1
2015-02,Cowboy.Ventures,corporate_venture_capital,1
2015-02,Cowboy.Ventures,others,2
2015-02,Cowboy.Ventures,venture_capital,3
2015-02,Cowboy.Ventures,micro_vc,1
2015-03,Cowboy.Ventures,venture_capital,3
2015-04,Cowboy.Ventures,corporate_venture_capital,1
2015-04,Cowboy.Ventures,venture_capital,2
2015-05,Cowboy.Ventures,venture_capital,1
2015-05,Cowboy.Ventures,micro_vc,2
2015-07,Cowboy.Ventures,venture_capital,1
2015-07,Cowboy.Ventures,micro_vc,1
2015-08,Cowboy.Ventures,accelerator,1
2015-08,Cowboy.Ventures,venture_capital,4
2015-09,Cowboy.Ventures,micro_vc,1
2015-09,Cowboy.Ventures,angel_group,1
2015-09,Cowboy.Ventures,venture_capital,4
2015-09,Cowboy.Ventures,individual,2
2015-10,Cowboy.Ventures,venture_capital,4
2015-10,Cowboy.Ventures,micro_vc,1
2015-11,Cowboy.Ventures,corporate_venture_capital,1
2015-11,Cowboy.Ventures,angel_group,1
2015-11,Cowboy.Ventures,micro_vc,1
2015-12,Cowboy.Ventures,corporate_venture_capital,1
2015-12,Cowboy.Ventures,venture_capital,3
2016-01,Cowboy.Ventures,venture_capital,4
2016-02,Cowboy.Ventures,others,1
2016-05,Cowboy.Ventures,investment_bank,1
2016-05,Cowboy.Ventures,venture_capital,2
2014-09,Chicago.Ventures,venture_capital,4
2014-10,Chicago.Ventures,accelerator,1
2014-10,Chicago.Ventures,others,1
2014-10,Chicago.Ventures,venture_capital,5
2014-10,Chicago.Ventures,micro_vc,1
2014-11,Chicago.Ventures,venture_capital,7
2014-11,Chicago.Ventures,micro_vc,1
2015-01,Chicago.Ventures,venture_capital,1
2015-02,Chicago.Ventures,venture_capital,1
2015-03,Chicago.Ventures,venture_capital,1
2015-05,Chicago.Ventures,venture_capital,2
2015-06,Chicago.Ventures,corporate_venture_capital,1
2015-06,Chicago.Ventures,others,1
2015-06,Chicago.Ventures,venture_capital,2
2015-07,Chicago.Ventures,venture_capital,4
2015-08,Chicago.Ventures,venture_capital,9
2015-08,Chicago.Ventures,accelerator,1
2015-08,Chicago.Ventures,angel_group,1
2015-08,Chicago.Ventures,micro_vc,1
2015-11,Chicago.Ventures,angel_group,1
2015-11,Chicago.Ventures,accelerator,1
2015-11,Chicago.Ventures,venture_capital,7
2015-11,Chicago.Ventures,individual,2
2015-12,Chicago.Ventures,venture_capital,4
2016-01,Chicago.Ventures,others,1
2016-01,Chicago.Ventures,venture_capital,3
2016-02,Chicago.Ventures,venture_capital,4
2016-03,Chicago.Ventures,venture_capital,3
2016-05,Chicago.Ventures,individual,2
2016-05,Chicago.Ventures,venture_capital,2
2016-05,Chicago.Ventures,micro_vc,1
2016-06,Chicago.Ventures,venture_capital,1
2016-07,Chicago.Ventures,accelerator,1
2016-07,Chicago.Ventures,venture_capital,3
2016-07,Chicago.Ventures,micro_vc,1
2014-08,Joanne.Wilson,venture_capital,4
2014-09,Joanne.Wilson,micro_vc,2
2014-09,Joanne.Wilson,accelerator,2
2014-09,Joanne.Wilson,individual,1
2014-10,Joanne.Wilson,venture_capital,2
2014-11,Joanne.Wilson,corporate_venture_capital,1
2014-11,Joanne.Wilson,venture_capital,3
2014-11,Joanne.Wilson,micro_vc,3
2014-12,Joanne.Wilson,accelerator,1
2014-12,Joanne.Wilson,venture_capital,2
2014-12,Joanne.Wilson,micro_vc,1
2015-03,Joanne.Wilson,corporate_venture_capital,1
2015-03,Joanne.Wilson,venture_capital,1
2015-04,Joanne.Wilson,others,1
2015-04,Joanne.Wilson,angel_group,1
2015-04,Joanne.Wilson,accelerator,1
2015-04,Joanne.Wilson,venture_capital,3
2015-04,Joanne.Wilson,individual,2
2015-06,Joanne.Wilson,corporate_venture_capital,1
2015-06,Joanne.Wilson,others,2
2015-06,Joanne.Wilson,venture_capital,1
2015-06,Joanne.Wilson,micro_vc,2
2015-07,Joanne.Wilson,others,1
2015-07,Joanne.Wilson,venture_capital,4
2015-07,Joanne.Wilson,micro_vc,3
2015-09,Joanne.Wilson,angel_group,1
2015-09,Joanne.Wilson,venture_capital,1
2015-09,Joanne.Wilson,individual,1
2015-11,Joanne.Wilson,angel_group,1
2015-11,Joanne.Wilson,venture_capital,3
2015-12,Joanne.Wilson,accelerator,1
2015-12,Joanne.Wilson,venture_capital,3
2015-12,Joanne.Wilson,micro_vc,2
2016-02,Joanne.Wilson,angel_group,1
2016-02,Joanne.Wilson,others,2
2016-02,Joanne.Wilson,venture_capital,5
2016-02,Joanne.Wilson,micro_vc,2
2016-06,Joanne.Wilson,individual,1
2016-06,Joanne.Wilson,micro_vc,1
2014-08,Third.Kind.Venture.Capital,angel_group,1
2014-08,Third.Kind.Venture.Capital,venture_capital,2
2014-08,Third.Kind.Venture.Capital,individual,1
2014-09,Third.Kind.Venture.Capital,venture_capital,2
2014-10,Third.Kind.Venture.Capital,venture_capital,2
2014-10,Third.Kind.Venture.Capital,micro_vc,2
2015-01,Third.Kind.Venture.Capital,venture_capital,4
2015-01,Third.Kind.Venture.Capital,micro_vc,1
2015-03,Third.Kind.Venture.Capital,investment_bank,1
2015-03,Third.Kind.Venture.Capital,corporate_venture_capital,1
2015-03,Third.Kind.Venture.Capital,others,1
2015-03,Third.Kind.Venture.Capital,venture_capital,2
2015-03,Third.Kind.Venture.Capital,individual,1
2015-06,Third.Kind.Venture.Capital,venture_capital,2
2015-09,Third.Kind.Venture.Capital,venture_capital,3
2015-09,Third.Kind.Venture.Capital,micro_vc,1
2015-11,Third.Kind.Venture.Capital,accelerator,1
2015-11,Third.Kind.Venture.Capital,venture_capital,1
2015-11,Third.Kind.Venture.Capital,individual,1
2016-04,Third.Kind.Venture.Capital,venture_capital,2
2016-04,Third.Kind.Venture.Capital,micro_vc,1
2016-05,Third.Kind.Venture.Capital,investment_bank,1
2016-05,Third.Kind.Venture.Capital,venture_capital,1
2016-06,Third.Kind.Venture.Capital,venture_capital,3
2014-09,Portland.Seed.Fund,venture_capital,2
2014-10,Portland.Seed.Fund,venture_capital,1
2015-01,Portland.Seed.Fund,venture_capital,1
2015-03,Portland.Seed.Fund,venture_capital,1
2015-04,Portland.Seed.Fund,venture_capital,1
2015-04,Portland.Seed.Fund,angel_group,1
2015-04,Portland.Seed.Fund,others,1
2015-04,Portland.Seed.Fund,accelerator,1
2015-04,Portland.Seed.Fund,individual,1
2015-05,Portland.Seed.Fund,accelerator,2
2015-05,Portland.Seed.Fund,venture_capital,1
2015-06,Portland.Seed.Fund,accelerator,1
2015-06,Portland.Seed.Fund,venture_capital,1
2015-10,Portland.Seed.Fund,angel_group,1
2016-02,Portland.Seed.Fund,angel_group,1
2016-03,Portland.Seed.Fund,venture_capital,1
2014-10,Switch.Ventures,corporate_venture_capital,1
2014-10,Switch.Ventures,venture_capital,3
2014-10,Switch.Ventures,angel_group,1
2014-12,Switch.Ventures,angel_group,1
2014-12,Switch.Ventures,venture_capital,4
2014-12,Switch.Ventures,others,1
2015-01,Switch.Ventures,venture_capital,2
2015-02,Switch.Ventures,accelerator,1
2015-03,Switch.Ventures,venture_capital,1
2015-03,Switch.Ventures,micro_vc,2
2015-06,Switch.Ventures,others,1
2015-06,Switch.Ventures,venture_capital,2
2015-06,Switch.Ventures,individual,1
2015-08,Switch.Ventures,venture_capital,1
2015-09,Switch.Ventures,angel_group,2
2015-09,Switch.Ventures,others,1
2015-09,Switch.Ventures,individual,1
2015-09,Switch.Ventures,accelerator,1
2015-09,Switch.Ventures,venture_capital,2
2015-09,Switch.Ventures,micro_vc,1
2015-10,Switch.Ventures,accelerator,2
2015-12,Switch.Ventures,venture_capital,4
2015-12,Switch.Ventures,individual,1
2016-01,Switch.Ventures,venture_capital,2
2016-03,Switch.Ventures,venture_capital,1
2016-05,Switch.Ventures,venture_capital,1
2014-08,Slow.Ventures,others,1
2014-08,Slow.Ventures,individual,4
2014-08,Slow.Ventures,angel_group,1
2014-08,Slow.Ventures,venture_capital,14
2014-08,Slow.Ventures,micro_vc,3
2014-09,Slow.Ventures,others,2
2014-09,Slow.Ventures,venture_capital,16
2014-09,Slow.Ventures,micro_vc,2
2014-09,Slow.Ventures,accelerator,2
2014-09,Slow.Ventures,angel_group,1
2014-09,Slow.Ventures,individual,3
2014-10,Slow.Ventures,others,2
2014-10,Slow.Ventures,venture_capital,19
2014-10,Slow.Ventures,micro_vc,2
2014-10,Slow.Ventures,accelerator,1
2014-10,Slow.Ventures,angel_group,1
2014-10,Slow.Ventures,individual,3
2014-11,Slow.Ventures,accelerator,2
2014-11,Slow.Ventures,venture_capital,2
2014-11,Slow.Ventures,individual,1
2014-12,Slow.Ventures,corporate_venture_capital,1
2014-12,Slow.Ventures,others,1
2014-12,Slow.Ventures,venture_capital,12
2014-12,Slow.Ventures,individual,2
2014-12,Slow.Ventures,accelerator,1
2014-12,Slow.Ventures,angel_group,1
2014-12,Slow.Ventures,micro_vc,1
2015-01,Slow.Ventures,others,1
2015-01,Slow.Ventures,venture_capital,12
2015-01,Slow.Ventures,micro_vc,2
2015-01,Slow.Ventures,accelerator,1
2015-01,Slow.Ventures,angel_group,2
2015-01,Slow.Ventures,individual,1
2015-02,Slow.Ventures,accelerator,1
2015-02,Slow.Ventures,micro_vc,2
2015-02,Slow.Ventures,venture_capital,5
2015-02,Slow.Ventures,angel_group,4
2015-02,Slow.Ventures,individual,3
2015-03,Slow.Ventures,micro_vc,2
2015-03,Slow.Ventures,corporate_venture_capital,2
2015-03,Slow.Ventures,others,1
2015-03,Slow.Ventures,venture_capital,13
2015-03,Slow.Ventures,individual,1
2015-04,Slow.Ventures,others,2
2015-04,Slow.Ventures,venture_capital,14
